Id,Token,Label
36007,"""qui""",aucun
36008,"""domine""",aucun
36009,"""la""",aucun
36010,"""côte""",geogFeat geogName
36011,"""SE""",geogName name
36012,"""de""",aucun
36013,"""l’""",aucun
36014,"""île""",geogFeat
36015,""".""",aucun
36016,"""61""",aucun
36017,"""QUAI""",geogFeat
36018,""".""",aucun
36019,"""—""",aucun
36020,"""Un""",aucun
36021,"""quai""",geogFeat
36022,""",""",aucun
36023,"""orienté""",aucun
36024,"""à""",aucun
36025,"""353""",aucun
36026,"""°""",aucun
36027,""",""",aucun
36028,"""à""",aucun
36029,"""la""",aucun
36030,"""position""",aucun
36031,"""9""",aucun
36032,"""°""",aucun
36033,"""44,00""",aucun
36034,"""'""",aucun
36035,"""S""",aucun
36036,"""—""",aucun
36037,"""46""",aucun
36038,"""°""",aucun
36039,"""30,02""",aucun
36040,"""'""",aucun
36041,"""E""",aucun
36042,""",""",aucun
36043,"""se""",aucun
36044,"""situe""",aucun
36045,"""dans""",aucun
36046,"""le""",aucun
36047,"""prolongement""",aucun
36048,"""NNW""",aucun
36049,"""d’""",aucun
36050,"""une""",aucun
36051,"""piste""",geogFeat
36052,"""aviation""",geogFeat
36053,"""dans""",aucun
36054,"""le""",aucun
36055,"""sud""",aucun
36056,"""de""",aucun
36057,"""l’""",aucun
36058,"""île""",geogFeat
36059,""".""",aucun
36060,"""Ce""",aucun
36061,"""quai""",geogFeat
36062,"""à""",aucun
36063,"""destination""",aucun
36064,"""de""",aucun
36065,"""petits""",aucun
36066,"""navires""",aucun
36067,"""est""",aucun
36068,"""en""",aucun
36069,"""mauvais""",aucun
36070,"""état""",aucun
36071,"""et""",aucun
36072,"""sert""",aucun
36073,"""principalement""",aucun
36074,"""de""",aucun
36075,"""brise""",geogFeat
36076,"""-""",geogFeat
36077,"""lames""",geogFeat
36078,""".""",aucun
36079,"""01""",aucun
36080,"""4.5.2.1""",aucun
36081,""".""",aucun
36082,"""Généralités""",aucun
36083,"""07""",aucun
36084,"""Une""",aucun
36085,"""longue""",aucun
36086,"""plage""",geogFeat
36087,"""de""",aucun
36088,"""sable""",aucun
36089,"""s’""",aucun
36090,"""étend""",aucun
36091,"""entre""",aucun
36092,"""la""",aucun
36093,"""pointe""",geogFeat geogName
36094,"""de""",geogName
36095,"""Gouron""",geogName name
36096,""",""",aucun
36097,"""contre""",aucun
36098,"""laquelle""",aucun
36099,"""est""",aucun
36100,"""établi""",aucun
36101,"""le""",aucun
36102,"""port""",geogFeat geogName
36103,"""de""",geogFeat geogName
36104,"""plaisance""",geogFeat geogName
36105,"""de""",geogName
36106,"""Bormes-les-Mimosas""",geogName name
36107,""",""",aucun
36108,"""et""",aucun
36109,"""le""",aucun
36110,"""port""",geogFeat geogName
36111,"""du""",geogName
36112,"""Lavandou""",geogName name
36113,""".""",aucun
36114,"""La""",aucun
36115,"""petite""",aucun
36116,"""ville""",geogFeat geogName
36117,"""de""",geogName
36118,"""Bormes-les-Mimosas""",geogName name
36119,"""est""",aucun
36120,"""visible""",aucun
36121,"""sur""",aucun
36122,"""les""",aucun
36123,"""pentes""",geogFeat
36124,"""des""",aucun
36125,"""hauteurs""",geogFeat
36126,"""qui""",aucun
36127,"""dominent""",aucun
36128,"""le""",aucun
36129,"""port""",geogFeat
36130,"""au""",aucun
36131,"""NW""",aucun
36132,""".""",aucun
36133,"""13""",aucun
36134,"""Le""",aucun
36135,"""port""",geogFeat geogName
36136,"""de""",geogName
36137,"""Bormes-les-Mimosas""",geogName name
36138,""",""",aucun
36139,"""installé""",aucun
36140,"""à""",aucun
36141,"""la""",aucun
36142,"""pointe""",geogFeat geogName
36143,"""de""",geogName
36144,"""Gouron""",geogName name
36145,""",""",aucun
36146,"""est""",aucun
36147,"""entièrement""",aucun
36148,"""artificiel""",aucun
36149,""".""",aucun
36150,"""Une""",aucun
36151,"""jetée""",geogFeat
36152,"""brise-""",geogFeat
36153,"""lames""",geogFeat
36154,"""longue""",aucun
36155,"""de""",aucun
36156,"""près""",aucun
36157,"""de""",aucun
36158,"""800""",aucun
36159,"""m""",aucun
36160,"""protège""",aucun
36161,"""les""",aucun
36162,"""installations""",geogFeat
36163,"""immobilières""",geogFeat
36164,"""et""",geogFeat
36165,"""portuaires""",geogFeat
36166,""",""",aucun
36167,"""établies""",aucun
36168,"""entre""",aucun
36169,"""cette""",aucun
36170,"""dernière""",aucun
36171,"""et""",aucun
36172,"""la""",aucun
36173,"""pointe""",geogFeat geogName
36174,"""de""",geogName
36175,"""Gouron""",geogName name
36176,""".""",aucun
36177,"""01""",aucun
36178,"""3.3.3.2""",aucun
36179,""".""",aucun
36180,"""Chenalage""",aucun
36181,"""07""",aucun
36182,"""L’""",aucun
36183,"""axe""",geogFeat
36184,"""d’""",geogFeat
36185,"""approche""",geogFeat
36186,"""à""",aucun
36187,"""340,5""",aucun
36188,"""°""",aucun
36189,"""est""",aucun
36190,"""matérialisé""",aucun
36191,"""par""",aucun
36192,"""le""",aucun
36193,"""secteur""",geogFeat
36194,"""blanc""",aucun
36195,"""(""",aucun
36196,"""337""",aucun
36197,"""°""",aucun
36198,"""–""",aucun
36199,"""344""",aucun
36200,"""°""",aucun
36201,""")""",aucun
36202,"""du""",aucun
36203,"""feu""",geogFeat
36204,"""de""",geogFeat
36205,"""guidage""",geogFeat
36206,"""installé""",aucun
36207,"""au""",aucun
36208,"""musoir""",geogFeat
36209,"""de""",aucun
36210,"""la""",aucun
36211,"""jetée""",geogFeat
36212,""".""",aucun
36213,"""Le""",aucun
36214,"""chenal""",geogFeat
36215,"""d’""",geogFeat
36216,"""accès""",geogFeat
36217,"""est""",aucun
36218,"""balisé""",aucun
36219,"""par""",aucun
36220,"""deux""",aucun
36221,"""paires""",aucun
36222,"""de""",aucun
36223,"""bouées""",geogFeat
36224,"""latérales""",geogFeat
36225,""",""",geogFeat
36226,"""lumineuses""",geogFeat
36227,""",""",aucun
36228,"""mouillées""",aucun
36229,"""respectivement""",aucun
36230,"""à""",aucun
36231,"""500""",aucun
36232,"""et""",aucun
36233,"""300""",aucun
36234,"""m""",aucun
36235,"""de""",aucun
36236,"""la""",aucun
36237,"""passe""",geogFeat
36238,"""d’""",geogFeat
36239,"""entrée""",geogFeat
36240,""";""",aucun
36241,"""la""",aucun
36242,"""première""",aucun
36243,"""porte""",geogFeat
36244,"""est""",aucun
36245,"""large""",aucun
36246,"""de""",aucun
36247,"""130""",aucun
36248,"""m""",aucun
36249,""",""",aucun
36250,"""la""",aucun
36251,"""seconde""",aucun
36252,"""de""",aucun
36253,"""80""",aucun
36254,"""m.""",aucun
36255,"""01""",aucun
36256,"""5.4.3""",aucun
36257,""".""",aucun
36258,"""De""",aucun
36259,"""la""",aucun
36260,"""pointe""",geogFeat geogName
36261,"""Saint-Gildas""",geogName name
36262,"""au""",aucun
36263,"""Pornic""",geogName name
36264,"""07""",aucun
36265,"""À""",aucun
36266,"""partir""",aucun
36267,"""de""",aucun
36268,"""la""",aucun
36269,"""pointe""",geogFeat geogName
36270,"""de""",geogName
36271,"""Saint-Gildas""",geogName name
36272,""",""",aucun
36273,"""la""",aucun
36274,"""côte""",geogFeat
36275,"""rocheuse""",aucun
36276,"""et""",aucun
36277,"""peu""",aucun
36278,"""élevée""",aucun
36279,"""s’""",aucun
36280,"""oriente""",aucun
36281,"""à""",aucun
36282,"""l’""",aucun
36283,"""ESE""",aucun
36284,""",""",aucun
36285,"""interrompue""",aucun
36286,"""à""",aucun
36287,"""5,5""",aucun
36288,"""M""",aucun
36289,"""de""",aucun
36290,"""la""",aucun
36291,"""pointe""",geogFeat
36292,"""par""",aucun
36293,"""la""",aucun
36294,"""coupure""",aucun
36295,"""de""",aucun
36296,"""Pornic""",geogName name
36297,""".""",aucun
36298,"""Il""",aucun
36299,"""n’""",aucun
36300,"""y""",aucun
36301,"""a""",aucun
36302,"""pas""",aucun
36303,"""d’""",aucun
36304,"""abri""",geogFeat
36305,"""entre""",aucun
36306,"""cette""",aucun
36307,"""pointe""",geogFeat
36308,"""et""",aucun
36309,"""Pornic""",geogName name
36310,""".""",aucun
36311,"""13""",aucun
36312,"""Sur""",aucun
36313,"""la""",aucun
36314,"""côte""",geogFeat
36315,""",""",aucun
36316,"""les""",aucun
36317,"""amers""",geogFeat
36318,"""les""",aucun
36319,"""plus""",aucun
36320,"""importants""",aucun
36321,"""sont""",aucun
36322,""":""",aucun
36323,"""–""",aucun
36324,"""les""",aucun
36325,"""châteaux""",geogFeat geogName
36326,"""d’""",geogFeat geogName
36327,"""eau""",geogFeat geogName
36328,"""de""",geogName
36329,"""Préfailles""",geogName name
36330,"""(""",geogName
36331,"""47""",geogName
36332,"""°""",geogName
36333,"""07,86""",geogName
36334,"""'""",geogName
36335,"""N""",geogName
36336,"""—""",geogName
36337,"""2""",geogName
36338,"""°""",geogName
36339,"""12,38""",geogName
36340,"""'""",geogName
36341,"""W""",geogName
36342,""")""",geogName
36343,"""et""",geogName
36344,"""de""",geogName
36345,"""la""",geogName
36346,"""Plaine-sur-Mer""",geogName name
36347,"""(""",aucun
36348,"""47""",aucun
36349,"""°""",aucun
36350,"""08,19""",aucun
36351,"""'""",aucun
36352,"""N""",aucun
36353,"""—""",aucun
36354,"""2""",aucun
36355,"""°""",aucun
36356,"""10,01""",aucun
36357,"""'""",aucun
36358,"""W""",aucun
36359,""")""",aucun
36360,""",""",aucun
36361,"""respectivement""",aucun
36362,"""à""",aucun
36363,"""1,7""",aucun
36364,"""M""",aucun
36365,"""et""",aucun
36366,"""3,3""",aucun
36367,"""M""",aucun
36368,"""dans""",aucun
36369,"""l’""",aucun
36370,"""Est""",aucun
36371,"""de""",aucun
36372,"""la""",aucun
36373,"""pointe""",geogFeat geogName
36374,"""de""",geogName
36375,"""Saint-Gildas""",geogName name
36376,""";""",aucun
36377,"""–""",aucun
36378,"""à""",aucun
36379,"""0,5""",aucun
36380,"""M""",aucun
36381,"""dans""",aucun
36382,"""l’""",aucun
36383,"""Ouest""",aucun
36384,"""de""",aucun
36385,"""Pornic""",geogName name
36386,""",""",aucun
36387,"""l’""",aucun
36388,"""église""",geogFeat geogName
36389,"""Sainte-Marie""",geogName name
36390,"""(""",aucun
36391,"""47""",aucun
36392,"""°""",aucun
36393,"""06,77""",aucun
36394,"""'""",aucun
36395,"""N""",aucun
36396,"""—""",aucun
36397,"""2""",aucun
36398,"""°""",aucun
36399,"""07,88""",aucun
36400,"""'""",aucun
36401,"""W""",aucun
36402,""")""",aucun
36403,""",""",aucun
36404,"""proche""",aucun
36405,"""d’""",aucun
36406,"""un""",aucun
36407,"""grand""",aucun
36408,"""château""",geogFeat
36409,"""d’""",geogFeat
36410,"""eau""",geogFeat
36411,""".""",aucun
36412,"""19""",aucun
36413,"""À""",aucun
36414,"""1,5""",aucun
36415,"""M""",aucun
36416,"""au""",aucun
36417,"""SW""",aucun
36418,"""de""",aucun
36419,"""l’""",aucun
36420,"""entrée""",geogFeat
36421,"""de""",aucun
36422,"""Pornic""",geogName name
36423,""",""",aucun
36424,"""la""",aucun
36425,"""tourelle""",geogFeat geogName
36426,"""«""",geogName
36427,"""Notre-Dame""",geogName name
36428,"""»""",geogName
36429,""",""",aucun
36430,"""cardinale""",aucun
36431,"""Ouest""",aucun
36432,"""lumineuse""",aucun
36433,"""(""",aucun
36434,"""47""",aucun
36435,"""°""",aucun
36436,"""05,43""",aucun
36437,"""'""",aucun
36438,"""N""",aucun
36439,"""—""",aucun
36440,"""2""",aucun
36441,"""°""",aucun
36442,"""08,26""",aucun
36443,"""'""",aucun
36444,"""W""",aucun
36445,""")""",aucun
36446,""",""",aucun
36447,"""marque""",aucun
36448,"""l’""",aucun
36449,"""extrémité""",aucun
36450,"""WNW""",aucun
36451,"""d’""",aucun
36452,"""une""",aucun
36453,"""ligne""",geogFeat
36454,"""de""",aucun
36455,"""roches""",geogFeat
36456,"""et""",aucun
36457,"""de""",aucun
36458,"""hauts-fonds""",geogFeat
36459,"""qui""",aucun
36460,"""porte""",aucun
36461,"""également""",aucun
36462,""",""",aucun
36463,"""à""",aucun
36464,"""1,3""",aucun
36465,"""M""",aucun
36466,"""plus""",aucun
36467,"""à""",aucun
36468,"""l’""",aucun
36469,"""ESE""",aucun
36470,""",""",aucun
36471,"""la""",aucun
36472,"""tourelle""",geogFeat
36473,"""blanche""",aucun
36474,"""«""",aucun
36475,"""Le""",geogName name
36476,"""Caillou""",geogName name
36477,"""»""",aucun
36478,"""(""",aucun
36479,"""47""",aucun
36480,"""°""",aucun
36481,"""04,87""",aucun
36482,"""'""",aucun
36483,"""N""",aucun
36484,"""—""",aucun
36485,"""2""",aucun
36486,"""°""",aucun
36487,"""06,62""",aucun
36488,"""'""",aucun
36489,"""W""",aucun
36490,""")""",aucun
36491,""".""",aucun
36492,"""À""",aucun
36493,"""0,9""",aucun
36494,"""M""",aucun
36495,"""au""",aucun
36496,"""SW""",aucun
36497,"""du""",aucun
36498,"""Caillou""",geogName name
36499,""",""",aucun
36500,"""la""",aucun
36501,"""bouée""",geogFeat geogName
36502,"""«""",geogName
36503,"""Pierre-du-Chenal""",geogName name
36504,"""»""",geogName
36505,""",""",aucun
36506,"""danger""",aucun
36507,"""isolé""",aucun
36508,""",""",aucun
36509,"""est""",aucun
36510,"""mouillée""",aucun
36511,"""au""",aucun
36512,"""SW""",aucun
36513,"""d’""",aucun
36514,"""une""",aucun
36515,"""roche""",geogFeat
36516,"""découvrant""",geogFeat
36517,"""de""",aucun
36518,"""0,8""",aucun
36519,"""m.""",aucun
36520,"""25""",aucun
36521,"""La""",aucun
36522,"""partie""",aucun
36523,"""Est""",aucun
36524,"""de""",aucun
36525,"""la""",aucun
36526,"""baie""",geogFeat geogName
36527,"""de""",geogName
36528,"""Bourgneuf""",geogName name
36529,""",""",aucun
36530,"""au-delà""",aucun
36531,"""de""",aucun
36532,"""Pornic""",geogName name
36533,""",""",aucun
36534,"""est""",aucun
36535,"""encombrée""",aucun
36536,"""de""",aucun
36537,"""dangers""",geogFeat
36538,""".""",aucun
36539,"""Les""",aucun
36540,"""fonds""",aucun
36541,"""découvrants""",aucun
36542,""",""",aucun
36543,"""avec""",aucun
36544,"""leurs""",aucun
36545,"""parcs""",geogFeat
36546,"""à""",geogFeat
36547,"""huîtres""",geogFeat
36548,""",""",aucun
36549,"""débordent""",aucun
36550,"""le""",aucun
36551,"""rivage""",geogFeat
36552,"""parfois""",aucun
36553,"""jusqu’""",aucun
36554,"""à""",aucun
36555,"""plus""",aucun
36556,"""de""",aucun
36557,"""2""",aucun
36558,"""M.""",aucun
36559,"""On""",aucun
36560,"""distingue""",aucun
36561,"""sur""",aucun
36562,"""la""",aucun
36563,"""côte""",geogFeat
36564,"""les""",aucun
36565,"""clochers""",geogFeat geogName
36566,"""de""",geogName
36567,"""Bourgneuf-en-Retz""",geogName name
36568,""",""",geogName
36569,"""de""",geogName
36570,"""Bouin""",geogName name
36571,"""et""",geogName
36572,"""de""",geogName
36573,"""Beauvoir-sur-Mer""",geogName name
36574,""".""",aucun
36575,"""Les""",aucun
36576,"""huit""",aucun
36577,"""éoliennes""",geogFeat
36578,"""blanches""",aucun
36579,"""de""",aucun
36580,"""Bouin""",geogName name
36581,""",""",aucun
36582,"""bien""",aucun
36583,"""visibles""",aucun
36584,""",""",aucun
36585,"""sont""",aucun
36586,"""implantées""",aucun
36587,"""entre""",aucun
36588,"""Port""",geogFeat geogName
36589,"""des""",geogName
36590,"""Champs""",geogName name
36591,"""et""",aucun
36592,"""Port""",geogFeat geogName
36593,"""du""",geogName
36594,"""Bec""",geogName name
36595,""".""",aucun
36596,"""334""",aucun
36597,"""extrait""",aucun
36598,"""le""",aucun
36599,""":""",aucun
36600,"""2021""",aucun
36601,"""-""",aucun
36602,"""10""",aucun
36603,"""-""",aucun
36604,"""12""",aucun
36605,"""—""",aucun
36606,"""généré""",aucun
36607,"""le""",aucun
36608,""":""",aucun
36609,"""2021""",aucun
36610,"""-""",aucun
36611,"""10""",aucun
36612,"""-""",aucun
36613,"""13""",aucun
36614,"""–""",aucun
36615,"""page""",aucun
36616,"""334""",aucun
36617,"""/""",aucun
36618,"""0""",aucun
36619,"""BAIE""",geogFeat geogName
36620,"""DE""",geogName
36621,"""BOURGNEUF""",geogName name
36622,"""01""",aucun
36623,"""3.2.4.2""",aucun
36624,""".""",aucun
36625,"""Gueule""",geogName name
36626,"""Bras""",geogName name
36627,"""Channel""",geogFeat geogName
36628,"""07""",aucun
36629,"""Gueule""",geogName name
36630,"""Bras""",geogName name
36631,"""Channel""",geogFeat geogName
36632,"""(""",aucun
36633,"""10""",aucun
36634,"""°""",aucun
36635,"""06,56""",aucun
36636,"""'""",aucun
36637,"""S""",aucun
36638,"""—""",aucun
36639,"""47""",aucun
36640,"""°""",aucun
36641,"""44,08""",aucun
36642,"""'""",aucun
36643,"""E""",aucun
36644,""")""",aucun
36645,"""est""",aucun
36646,"""la""",aucun
36647,"""seule""",aucun
36648,"""passe""",geogFeat
36649,"""donnant""",aucun
36650,"""accès""",aucun
36651,"""au""",aucun
36652,"""lagon""",geogFeat
36653,""".""",aucun
36654,"""Cette""",aucun
36655,"""passe""",geogFeat
36656,"""étroite""",aucun
36657,"""et""",aucun
36658,"""tortueuse""",aucun
36659,"""assèche""",aucun
36660,"""à""",aucun
36661,"""basse""",aucun
36662,"""mer""",aucun
36663,""",""",aucun
36664,"""sur""",aucun
36665,"""un""",aucun
36666,"""fond""",aucun
36667,"""de""",aucun
36668,"""sable""",aucun
36669,""".""",aucun
36670,"""Dans""",aucun
36671,"""la""",aucun
36672,"""passe""",geogFeat
36673,""",""",aucun
36674,"""les""",aucun
36675,"""courants""",aucun
36676,"""sont""",aucun
36677,"""faibles""",aucun
36678,""".""",aucun
36679,"""13""",aucun
36680,"""Le""",aucun
36681,"""lagon""",geogFeat
36682,"""est""",aucun
36683,"""encombré""",aucun
36684,"""de""",aucun
36685,"""nombreuses""",aucun
36686,"""têtes""",geogFeat
36687,"""de""",geogFeat
36688,"""corail""",geogFeat
36689,""".""",aucun
36690,"""Le""",aucun
36691,"""niveau""",aucun
36692,"""de""",aucun
36693,"""l’""",aucun
36694,"""eau""",aucun
36695,"""y""",aucun
36696,"""varie""",aucun
36697,"""très""",aucun
36698,"""peu""",aucun
36699,""".""",aucun
36700,"""19""",aucun
36701,"""Le""",aucun
36702,"""chenal""",geogFeat
36703,"""d’""",geogFeat
36704,"""accès""",geogFeat
36705,"""et""",aucun
36706,"""le""",aucun
36707,"""lagon""",geogFeat
36708,"""ne""",aucun
36709,"""sont""",aucun
36710,"""praticables""",aucun
36711,"""que""",aucun
36712,"""pour""",aucun
36713,"""des""",aucun
36714,"""embarcations""",aucun
36715,""".""",aucun
36716,"""01""",aucun
36717,"""6.2.1.1""",aucun
36718,""".""",aucun
36719,"""Généralités""",aucun
36720,"""07""",aucun
36721,"""L’""",aucun
36722,"""Adour""",geogName name
36723,"""maritime""",geogName name
36724,"""est""",aucun
36725,"""la""",aucun
36726,"""partie""",aucun
36727,"""de""",aucun
36728,"""fleuve""",geogFeat
36729,"""accessible""",aucun
36730,"""aux""",aucun
36731,"""navires""",aucun
36732,"""de""",aucun
36733,"""mer""",aucun
36734,""",""",aucun
36735,"""qui""",aucun
36736,"""s’""",aucun
36737,"""étend""",aucun
36738,"""de""",aucun
36739,"""l’""",aucun
36740,"""embouchure""",geogFeat
36741,"""jusqu’""",aucun
36742,"""au""",aucun
36743,"""pont""",geogFeat geogName
36744,"""Henri""",geogName name
36745,"""Grenet""",geogName name
36746,"""à""",aucun
36747,"""Bayonne""",geogName name
36748,""".""",aucun
36749,"""13""",aucun
36750,"""Il""",aucun
36751,"""donne""",aucun
36752,"""accès""",aucun
36753,""",""",aucun
36754,"""d’""",aucun
36755,"""aval""",aucun
36756,"""en""",aucun
36757,"""amont""",aucun
36758,""",""",aucun
36759,"""aux""",aucun
36760,"""installations""",geogFeat
36761,"""portuaires""",geogFeat
36762,""":""",aucun
36763,"""–""",aucun
36764,"""sur""",aucun
36765,"""la""",aucun
36766,"""rive""",geogFeat geogName
36767,"""droite""",geogName name
36768,""",""",aucun
36769,"""de""",aucun
36770,"""Boucau""",geogName name
36771,"""-""",geogName name
36772,"""Tarnos""",geogName name
36773,""",""",aucun
36774,"""des""",aucun
36775,"""appontements""",geogFeat geogName
36776,"""des""",geogName
36777,"""Raffineries""",geogName name
36778,"""du""",geogName name
36779,"""Midi""",geogName name
36780,"""et""",geogName
36781,"""de""",geogName
36782,"""Saint-Gobain""",geogName name
36783,""",""",aucun
36784,"""de""",aucun
36785,"""Saint-""",geogName name
36786,"""Bernard""",geogName name
36787,""";""",aucun
36788,"""–""",aucun
36789,"""sur""",aucun
36790,"""la""",aucun
36791,"""rive""",geogFeat geogName
36792,"""gauche""",geogName name
36793,""",""",aucun
36794,"""du""",aucun
36795,"""port""",geogFeat geogName
36796,"""de""",geogFeat geogName
36797,"""plaisance""",geogFeat geogName
36798,"""d’""",geogName
36799,"""Anglet""",geogName name
36800,""",""",aucun
36801,"""de""",aucun
36802,"""Blancpignon""",geogName name
36803,""",""",aucun
36804,"""des""",aucun
36805,"""Allées""",geogName name
36806,"""Marines""",geogName name
36807,"""(""",aucun
36808,"""Bayonne""",geogName name
36809,""")""",aucun
36810,""".""",aucun
36811,"""19""",aucun
36812,"""COURANTS""",aucun
36813,""".""",aucun
36814,"""—""",aucun
36815,"""Entre""",aucun
36816,"""les""",aucun
36817,"""jetées""",geogFeat
36818,"""de""",aucun
36819,"""l’""",aucun
36820,"""entrée""",geogFeat
36821,"""de""",aucun
36822,"""l’""",aucun
36823,"""Adour""",geogName name
36824,""",""",aucun
36825,"""le""",aucun
36826,"""courant""",aucun
36827,"""de""",aucun
36828,"""flot""",aucun
36829,"""dure""",aucun
36830,"""5""",aucun
36831,"""heures""",aucun
36832,"""et""",aucun
36833,"""le""",aucun
36834,"""courant""",aucun
36835,"""de""",aucun
36836,"""jusant""",aucun
36837,"""7""",aucun
36838,"""heures""",aucun
36839,""".""",aucun
36840,"""Le""",aucun
36841,"""flot""",aucun
36842,"""commence""",aucun
36843,"""–""",aucun
36844,"""0400""",aucun
36845,"""PM""",aucun
36846,"""au""",aucun
36847,"""Boucau""",geogName name
36848,""".""",aucun
36849,"""Il""",aucun
36850,"""atteint""",aucun
36851,"""son""",aucun
36852,"""maximum""",aucun
36853,"""environ""",aucun
36854,"""–""",aucun
36855,"""0100""",aucun
36856,"""PM""",aucun
36857,"""et""",aucun
36858,"""se""",aucun
36859,"""termine""",aucun
36860,"""+""",aucun
36861,"""0100""",aucun
36862,"""PM""",aucun
36863,""".""",aucun
36864,"""Il""",aucun
36865,"""porte""",aucun
36866,"""à""",aucun
36867,"""l’""",aucun
36868,"""Est""",aucun
36869,"""et""",aucun
36870,"""atteint""",aucun
36871,"""2""",aucun
36872,"""à""",aucun
36873,"""4""",aucun
36874,"""nœuds""",aucun
36875,""".""",aucun
36876,"""Les""",aucun
36877,"""crues""",aucun
36878,"""de""",aucun
36879,"""l’""",aucun
36880,"""Adour""",geogName name
36881,"""peuvent""",aucun
36882,"""annuler""",aucun
36883,"""le""",aucun
36884,"""courant""",aucun
36885,"""de""",aucun
36886,"""flot""",aucun
36887,"""et""",aucun
36888,"""renforcer""",aucun
36889,"""le""",aucun
36890,"""courant""",aucun
36891,"""de""",aucun
36892,"""jusant""",aucun
36893,""".""",aucun
36894,"""25""",aucun
36895,"""Le""",aucun
36896,"""courant""",aucun
36897,"""de""",aucun
36898,"""flot""",aucun
36899,"""principal""",aucun
36900,"""porte""",aucun
36901,"""au""",aucun
36902,"""Sud""",aucun
36903,"""à""",aucun
36904,"""l’""",aucun
36905,"""extrémité""",aucun
36906,"""de""",aucun
36907,"""la""",aucun
36908,"""digue""",geogFeat geogName
36909,"""Nord""",geogName name
36910,"""puis""",aucun
36911,"""s’""",aucun
36912,"""infléchit""",aucun
36913,"""dans""",aucun
36914,"""l’""",aucun
36915,"""axe""",geogFeat
36916,"""de""",aucun
36917,"""la""",aucun
36918,"""passe""",geogFeat
36919,""".""",aucun
36920,"""Un""",aucun
36921,"""courant""",aucun
36922,"""secondaire""",aucun
36923,"""porte""",aucun
36924,"""au""",aucun
36925,"""Nord""",aucun
36926,"""au""",aucun
36927,"""niveau""",aucun
36928,"""des""",aucun
36929,"""jetées""",geogFeat
36930,""".""",aucun
36931,"""Par""",aucun
36932,"""fort""",aucun
36933,"""coefficient""",aucun
36934,"""de""",aucun
36935,"""marée""",aucun
36936,""",""",aucun
36937,"""ce""",aucun
36938,"""courant""",aucun
36939,"""se""",aucun
36940,"""réfléchit""",aucun
36941,"""sur""",aucun
36942,"""la""",aucun
36943,"""jetée""",geogFeat geogName
36944,"""Nord""",geogName name
36945,""",""",aucun
36946,"""créant""",aucun
36947,"""une""",aucun
36948,"""chicane""",aucun
36949,"""entre""",aucun
36950,"""les""",aucun
36951,"""jetées""",geogFeat
36952,""".""",aucun
36953,"""31""",aucun
36954,"""ÉCHELLES""",geogFeat
36955,"""DE""",geogFeat
36956,"""MARÉE""",geogFeat
36957,""".""",aucun
36958,"""—""",aucun
36959,"""Toutes""",aucun
36960,"""les""",aucun
36961,"""échelles""",geogFeat
36962,"""ont""",aucun
36963,"""leur""",aucun
36964,"""zéro""",aucun
36965,"""à""",aucun
36966,"""0,91""",aucun
36967,"""m""",aucun
36968,"""au-dessus""",aucun
36969,"""du""",aucun
36970,"""zéro""",aucun
36971,"""des""",aucun
36972,"""cartes""",aucun
36973,""".""",aucun
36974,"""37""",aucun
36975,"""BRUME""",aucun
36976,""".""",aucun
36977,"""—""",aucun
36978,"""La""",aucun
36979,"""brume""",aucun
36980,"""est""",aucun
36981,"""pratiquement""",aucun
36982,"""inexistante""",aucun
36983,"""dans""",aucun
36984,"""le""",aucun
36985,"""fond""",aucun
36986,"""du""",aucun
36987,"""golfe""",geogFeat geogName
36988,"""de""",geogName
36989,"""Gascogne""",geogName name
36990,"""et""",aucun
36991,"""si""",aucun
36992,"""elle""",aucun
36993,"""apparaît""",aucun
36994,""",""",aucun
36995,"""en""",aucun
36996,"""général""",aucun
36997,"""le""",aucun
36998,"""matin""",aucun
36999,"""par""",aucun
37000,"""vents""",aucun
37001,"""d’""",aucun
37002,"""Est""",aucun
37003,"""à""",aucun
37004,"""SE""",aucun
37005,""",""",aucun
37006,"""elle""",aucun
37007,"""se""",aucun
37008,"""dissipe""",aucun
37009,"""assez""",aucun
37010,"""rapidement""",aucun
37011,"""dès""",aucun
37012,"""que""",aucun
37013,"""le""",aucun
37014,"""soleil""",aucun
37015,"""se""",aucun
37016,"""lève""",aucun
37017,""".""",aucun
37018,"""01""",aucun
37019,"""5.4.10.2""",aucun
37020,""".""",aucun
37021,"""Chenalage""",aucun
37022,"""07""",aucun
37023,"""Quelques""",aucun
37024,"""perches""",geogFeat
37025,"""balisent""",aucun
37026,"""le""",aucun
37027,"""chenal""",geogFeat
37028,"""d’""",geogFeat
37029,"""accès""",geogFeat
37030,"""à""",aucun
37031,"""cet""",aucun
37032,"""abri""",geogFeat
37033,"""depuis""",aucun
37034,"""le""",aucun
37035,"""goulet""",geogFeat geogName
37036,"""de""",geogName
37037,"""Fromentine""",geogName name
37038,""".""",aucun
37039,"""01""",aucun
37040,"""4.5.4""",aucun
37041,""".""",aucun
37042,"""De""",aucun
37043,"""la""",aucun
37044,"""pointe""",geogFeat geogName
37045,"""de""",geogName
37046,"""Nard""",geogName name
37047,"""Viou""",geogName name
37048,"""au""",aucun
37049,"""cap""",geogFeat geogName
37050,"""Cavalaire""",geogName name
37051,"""07""",aucun
37052,"""4.5.4""",aucun
37053,""".""",aucun
37054,"""—""",aucun
37055,"""Le""",aucun
37056,"""cap""",geogFeat geogName
